ID,date,cluster_id,electricity_consumption,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
cluster_4_2015-05-27,2015-05-27,cluster_4,945.598,20.2,7.7,19.5,4.7,51242.87,55890.50333333333,22.3,49.7,344.44518115722576,26.32,4.553333333333334
cluster_1_2015-05-28,2015-05-28,cluster_1,307.266,18.4,10.4,15.5,8.0,38846.46333333333,56971.32,21.3,45.0,268.03235661912794,17.94333333333333,3.063333333333333
cluster_2_2015-05-28,2015-05-28,cluster_2,440.792,24.2,8.9,25.1,7.1,45653.82666666667,56121.64333333333,24.4,48.6,263.68233462696685,23.69,4.213333333333334
cluster_3_2015-05-28,2015-05-28,cluster_3,629.01,25.8,6.9,26.3,5.0,48947.706666666665,55236.6,20.2,37.8,281.0438144646094,26.94333333333333,5.16
cluster_4_2015-05-28,2015-05-28,cluster_4,947.176,22.6,8.5,23.4,6.6,47950.33666666667,56002.706666666665,16.2,35.3,287.9179301817759,24.47,4.286666666666666
cluster_1_2015-05-29,2015-05-29,cluster_1,303.952,16.7,9.5,13.0,7.5,14345.703333333331,57089.85333333333,30.1,58.3,253.6656878139716,12.023333333333332,2.436666666666666
cluster_2_2015-05-29,2015-05-29,cluster_2,437.859,22.1,8.6,22.0,6.1,26885.226666666666,56231.81,31.7,60.5,261.15177845396715,17.54,3.3800000000000003
cluster_3_2015-05-29,2015-05-29,cluster_3,620.387,24.3,9.1,25.1,7.8,44300.05,55337.82333333333,20.5,45.0,242.5786833893905,21.26,3.766666666666667
cluster_4_2015-05-29,2015-05-29,cluster_4,937.263,25.2,9.5,25.1,8.7,40173.37333333333,56111.41333333333,21.7,48.2,257.6751134124221,20.69,4.043333333333333
cluster_1_2015-05-30,2015-05-30,cluster_1,258.164,16.4,8.9,15.2,6.8,46632.41333333333,57204.45333333333,19.5,38.5,259.66415962311856,18.89,3.11
cluster_2_2015-05-30,2015-05-30,cluster_2,383.365,21.1,6.3,19.8,3.5,37529.66666666666,56338.30666666666,19.3,43.2,268.91698177893403,17.990000000000002,3.306666666666666
cluster_3_2015-05-30,2015-05-30,cluster_3,559.546,27.0,10.2,25.8,9.2,37856.92333333333,55435.62333333333,19.2,41.8,265.3842553568348,18.48333333333333,3.67
cluster_4_2015-05-30,2015-05-30,cluster_4,827.254,20.3,10.5,19.4,8.1,46110.18333333333,56216.466666666674,18.0,35.6,285.9552252268105,19.276666666666667,3.4933333333333336
cluster_1_2015-05-31,2015-05-31,cluster_1,238.926,18.2,9.3,15.6,7.2,2531.27,57314.943333333336,27.5,54.7,217.66762222421085,5.196666666666666,1.4666666666666668
cluster_2_2015-05-31,2015-05-31,cluster_2,357.411,24.4,8.6,25.9,6.3,17664.566666666666,56440.956666666665,31.9,51.5,229.35447498809208,13.733333333333334,2.94
cluster_3_2015-05-31,2015-05-31,cluster_3,515.148,26.8,9.8,26.9,8.7,46981.02,55529.87333333333,20.2,42.8,239.33623500219892,23.776666666666667,4.666666666666667
cluster_4_2015-05-31,2015-05-31,cluster_4,783.402,25.0,8.3,23.6,6.8,29585.2,56317.72666666666,26.6,51.1,245.66028212362903,16.26,3.203333333333333
cluster_1_2015-06-01,2015-06-01,cluster_1,296.41,16.1,8.7,13.2,6.7,39194.08666666666,57421.15666666667,24.0,42.5,238.91722822788344,20.03333333333333,3.526666666666667
cluster_2_2015-06-01,2015-06-01,cluster_2,431.527,23.7,8.1,24.3,5.6,40094.79666666666,56539.61666666667,18.5,37.8,261.9335985852024,19.346666666666664,3.56
cluster_3_2015-06-01,2015-06-01,cluster_3,606.676,26.1,13.4,27.4,11.9,23538.86,55620.420000000006,14.7,34.9,242.7331569288024,14.339999999999998,2.8266666666666667
cluster_4_2015-06-01,2015-06-01,cluster_4,920.585,24.6,9.2,25.1,7.2,39716.31666666667,56415.03,16.6,37.8,269.84978678797177,18.52333333333333,3.33
cluster_1_2015-06-02,2015-06-02,cluster_1,310.67,21.7,10.5,19.2,5.9,18868.143333333333,57522.93333333333,36.7,65.2,216.3333634220596,12.323333333333332,3.1666666666666665
cluster_2_2015-06-02,2015-06-02,cluster_2,442.799,26.6,10.9,29.6,6.8,32771.77,56634.12666666667,38.0,70.6,251.0,18.77,4.233333333333333
cluster_3_2015-06-02,2015-06-02,cluster_3,631.472,26.4,11.1,27.6,10.9,49820.0,55707.13333333333,19.3,41.8,226.34994375711963,26.74666666666667,5.116666666666667
cluster_4_2015-06-02,2015-06-02,cluster_4,943.562,28.3,11.1,28.8,6.8,45251.86000000001,56508.24,32.8,61.2,201.72597419762897,23.666666666666668,4.826666666666667
cluster_1_2015-06-03,2015-06-03,cluster_1,308.183,18.8,11.9,17.3,9.6,41163.82333333333,57620.09,20.2,39.6,276.66996617033215,18.87333333333333,3.3866666666666667
cluster_2_2015-06-03,2015-06-03,cluster_2,445.49,28.2,12.2,31.6,9.1,37504.28666666667,56724.33666666666,23.6,46.8,266.3441298270917,19.19333333333333,3.753333333333333
cluster_3_2015-06-03,2015-06-03,cluster_3,635.807,28.1,12.8,30.5,12.1,51057.00666666666,55789.86666666667,13.8,31.3,265.15022955412405,26.35333333333333,5.096666666666667
cluster_4_2015-06-03,2015-06-03,cluster_4,945.23,27.7,12.9,29.3,11.8,44315.886666666665,56597.19,17.9,33.8,306.39849612065274,22.41,4.5
cluster_1_2015-06-04,2015-06-04,cluster_1,310.149,25.3,7.1,25.5,4.9,52388.97333333333,57712.46333333334,16.3,37.4,91.52227528147694,28.706666666666667,4.996666666666667
cluster_2_2015-06-04,2015-06-04,cluster_2,451.197,31.1,6.9,32.0,4.8,51769.47333333333,56810.09,17.9,35.3,98.59883240835345,28.256666666666664,5.546666666666667
cluster_3_2015-06-04,2015-06-04,cluster_3,644.549,34.2,12.1,35.8,11.7,50701.84333333333,55868.496666666666,14.2,34.6,95.02478393852344,27.383333333333336,5.68
cluster_4_2015-06-04,2015-06-04,cluster_4,947.098,30.0,9.9,32.9,8.0,52076.93666666667,56681.73333333334,12.9,30.2,29.218109380996527,28.22666666666667,5.510000000000001
cluster_1_2015-06-05,2015-06-05,cluster_1,307.898,31.1,14.2,34.3,12.0,51527.02,57799.880000000005,21.8,48.6,239.7319176786035,25.320000000000004,4.86
cluster_2_2015-06-05,2015-06-05,cluster_2,444.242,31.1,13.4,33.1,12.8,51749.78666666666,56891.22,20.9,41.0,178.40387185566888,25.71666666666667,5.666666666666667
cluster_3_2015-06-05,2015-06-05,cluster_3,642.949,31.0,16.4,33.6,17.2,50298.170000000006,55942.86666666666,18.2,38.9,215.8321923603513,27.423333333333336,5.88
cluster_4_2015-06-05,2015-06-05,cluster_4,947.365,32.1,15.2,34.6,14.7,49144.35333333333,56761.72,21.3,41.0,172.84978678797177,24.626666666666665,5.890000000000001
cluster_1_2015-06-06,2015-06-06,cluster_1,255.512,20.3,10.0,19.7,8.0,52178.10333333333,57882.170000000006,22.4,34.2,310.64406399967595,28.8,4.743333333333333
cluster_2_2015-06-06,2015-06-06,cluster_2,385.339,27.2,11.5,28.8,9.0,51696.09666666667,56967.583333333336,20.5,37.4,301.31861075804267,26.296666666666667,4.983333333333333
cluster_3_2015-06-06,2015-06-06,cluster_3,572.366,32.4,14.5,34.2,14.6,47865.09,56012.84333333333,15.3,32.4,279.23642547492784,24.526666666666667,5.216666666666666
cluster_4_2015-06-06,2015-06-06,cluster_4,819.168,30.3,12.6,32.7,10.8,47161.27333333334,56836.993333333325,17.0,36.0,345.66449361619107,25.55333333333333,5.22
cluster_1_2015-06-07,2015-06-07,cluster_1,230.918,21.2,7.1,20.0,5.2,52912.36666666667,57959.16666666666,19.9,38.9,7.00152529388335,29.486666666666668,4.953333333333333
cluster_2_2015-06-07,2015-06-07,cluster_2,355.699,29.6,7.4,32.5,5.6,51585.01,57039.01666666666,19.4,40.0,342.8989882000219,28.22666666666667,5.38
cluster_3_2015-06-07,2015-06-07,cluster_3,522.567,31.9,16.6,34.7,16.3,48341.87666666667,56078.28666666666,16.1,31.3,345.70770475945994,25.05333333333333,5.516666666666667
cluster_4_2015-06-07,2015-06-07,cluster_4,760.256,27.6,9.1,28.9,6.5,49041.45,56907.40333333334,20.0,38.5,0.6578335488507367,25.790000000000003,5.283333333333333
cluster_1_2015-06-08,2015-06-08,cluster_1,289.886,19.0,9.7,16.2,5.6,52465.40666666667,58030.69,30.8,58.0,29.679994994821204,29.18,5.169999999999999
cluster_2_2015-06-08,2015-06-08,cluster_2,427.402,29.5,8.4,32.2,5.3,50631.51,57105.37333333333,26.4,51.8,356.5474412698852,25.46666666666667,5.006666666666667
cluster_3_2015-06-08,2015-06-08,cluster_3,615.005,31.9,14.6,34.5,13.1,37375.66666666666,56139.06666666667,18.6,40.0,3.497067737202036,22.116666666666664,5.176666666666667
cluster_4_2015-06-08,2015-06-08,cluster_4,896.877,27.1,10.0,27.3,5.8,51725.863333333335,56972.80333333334,25.3,50.4,9.15177845396715,26.223333333333333,5.653333333333333
cluster_1_2015-06-09,2015-06-09,cluster_1,303.173,18.5,9.2,14.9,4.9,47196.69666666666,58096.67333333333,34.3,62.6,37.00000000000001,23.293333333333333,4.47
cluster_2_2015-06-09,2015-06-09,cluster_2,435.116,26.3,8.8,27.1,5.1,48340.33,57166.57,28.0,54.4,5.117651110995446,21.843333333333334,4.626666666666666
cluster_3_2015-06-09,2015-06-09,cluster_3,631.941,29.7,14.4,33.1,11.2,35415.21666666667,56195.1,20.4,45.7,17.78209585194651,21.21333333333333,4.786666666666666
cluster_4_2015-06-09,2015-06-09,cluster_4,923.667,24.0,10.8,24.1,6.5,36397.926666666666,57033.11000000001,27.2,55.1,21.956282331198025,19.69,4.52
cluster_1_2015-06-10,2015-06-10,cluster_1,306.597,21.4,9.6,18.8,5.6,39789.46,58157.61000000001,29.8,55.8,54.33261648812783,21.406666666666663,4.496666666666666
cluster_2_2015-06-10,2015-06-10,cluster_2,435.53,24.2,8.5,23.8,5.4,33941.03333333333,57223.09,24.8,49.7,75.62098802250347,19.366666666666667,4.233333333333333
cluster_3_2015-06-10,2015-06-10,cluster_3,628.851,26.9,12.3,28.6,10.3,30799.86333333333,56246.84,21.1,47.5,106.68138924195732,17.209999999999997,3.543333333333333
cluster_4_2015-06-10,2015-06-10,cluster_4,930.611,27.6,11.1,28.9,7.0,43982.30333333334,57088.79666666666,22.8,50.0,79.8352259377799,23.723333333333333,5.109999999999999
cluster_1_2015-06-11,2015-06-11,cluster_1,308.769,27.3,13.6,28.5,11.9,49836.35333333333,58213.62,19.2,38.5,83.6665349984058,27.17,5.523333333333333
cluster_2_2015-06-11,2015-06-11,cluster_2,441.548,28.6,12.8,30.8,10.0,47546.94,57275.02,28.0,50.8,90.64149401994338,25.55,5.726666666666667
cluster_3_2015-06-11,2015-06-11,cluster_3,636.927,30.3,12.4,31.3,12.4,48899.20333333333,56294.37666666667,21.9,46.4,86.12879998618133,24.023333333333337,5.01
cluster_4_2015-06-11,2015-06-11,cluster_4,945.646,29.8,15.4,30.0,13.9,51816.86000000001,57139.97333333333,17.4,35.6,113.57635498770824,27.100000000000005,5.796666666666667
cluster_1_2015-06-12,2015-06-12,cluster_1,301.556,26.9,15.0,26.5,13.7,44397.12333333333,58264.64666666667,23.7,43.9,186.9472994981581,19.493333333333336,3.9066666666666654
cluster_2_2015-06-12,2015-06-12,cluster_2,427.179,28.3,16.4,29.6,15.2,43244.54,57322.33666666667,26.4,51.1,214.9352340707196,19.69,4.123333333333333
cluster_3_2015-06-12,2015-06-12,cluster_3,626.122,27.4,15.6,30.9,16.8,34148.08666666667,56337.676666666666,25.0,52.6,346.6276842962708,18.08333333333333,4.0633333333333335
cluster_4_2015-06-12,2015-06-12,cluster_4,932.775,26.6,16.9,26.4,17.2,34294.69666666666,57186.58666666667,24.2,48.6,192.00101701768256,17.12,3.84
cluster_1_2015-06-13,2015-06-13,cluster_1,255.567,23.7,12.5,21.8,11.0,48900.23666666666,58310.65333333333,18.1,36.4,263.3333634220596,24.7,4.48
cluster_2_2015-06-13,2015-06-13,cluster_2,368.847,24.9,14.4,25.7,12.5,41993.176666666666,57364.98666666667,28.5,51.8,222.1249191208601,22.9,4.413333333333333
cluster_3_2015-06-13,2015-06-13,cluster_3,557.166,26.6,14.9,29.4,14.7,42743.996666666666,56376.69666666666,15.8,36.4,290.7496430140993,20.17,3.796666666666667
cluster_4_2015-06-13,2015-06-13,cluster_4,813.706,25.7,15.0,28.5,15.0,46839.57333333333,57228.60333333333,14.1,32.8,271.8526359865033,24.00333333333333,4.613333333333333
cluster_1_2015-06-14,2015-06-14,cluster_1,233.461,23.9,10.7,24.2,9.9,49737.493333333325,58351.59,16.4,32.8,336.210460434406,25.67333333333333,4.463333333333334
cluster_2_2015-06-14,2015-06-14,cluster_2,343.433,23.1,9.2,22.5,8.0,43199.26666666667,57402.94,18.4,38.5,326.0383493294958,19.11,3.773333333333333
cluster_3_2015-06-14,2015-06-14,cluster_3,514.662,25.8,14.7,26.9,14.9,39667.463333333326,56411.420000000006,14.2,32.0,282.60164627222434,21.11666666666667,3.93
cluster_4_2015-06-14,2015-06-14,cluster_4,760.905,24.1,13.6,24.7,12.3,38426.57333333333,57265.99,17.0,32.4,124.12509757356968,18.163333333333338,3.753333333333333
cluster_1_2015-06-15,2015-06-15,cluster_1,291.65,20.0,13.0,19.0,11.9,11526.323333333334,58387.43333333333,16.8,37.4,15.006522340942071,10.323333333333332,2.37
cluster_2_2015-06-15,2015-06-15,cluster_2,418.506,22.3,13.6,21.2,10.3,21474.93,57436.16333333333,19.1,40.0,347.21016043210227,12.9,2.9166666666666665
cluster_3_2015-06-15,2015-06-15,cluster_3,602.19,27.1,13.8,29.2,14.3,36217.83666666666,56441.81,17.3,36.4,310.06579105920684,18.956666666666667,3.7433333333333336
cluster_4_2015-06-15,2015-06-15,cluster_4,895.005,21.0,14.5,21.1,13.2,23308.296666666665,57298.72,15.6,33.1,352.1653834156687,12.856666666666667,2.5900000000000003
cluster_1_2015-06-16,2015-06-16,cluster_1,300.334,19.8,10.3,18.0,7.9,52590.56333333333,58418.14666666667,19.5,40.0,8.664738050776993,26.843333333333334,4.793333333333333
cluster_2_2015-06-16,2015-06-16,cluster_2,426.75,21.7,9.4,20.4,6.7,35799.3,57464.630000000005,19.8,40.3,344.86306457634566,19.32333333333333,3.73
cluster_3_2015-06-16,2015-06-16,cluster_3,619.099,26.2,15.9,27.5,13.1,36963.12333333333,56467.84,22.9,40.0,342.9514684758966,18.23,3.793333333333333
cluster_4_2015-06-16,2015-06-16,cluster_4,921.32,22.1,11.6,22.4,8.7,39551.62,57326.76,21.3,46.1,355.06318494118005,19.89,3.9066666666666654
cluster_1_2015-06-17,2015-06-17,cluster_1,299.782,23.7,9.3,22.8,7.3,48542.84333333333,58443.68333333333,20.7,44.6,302.12020609536,25.99333333333333,4.536666666666666
cluster_2_2015-06-17,2015-06-17,cluster_2,426.405,23.8,9.4,22.6,7.9,45356.29,57488.30666666666,23.1,45.0,288.718576828898,23.32333333333333,4.653333333333333
cluster_3_2015-06-17,2015-06-17,cluster_3,620.956,27.1,11.8,26.5,9.1,49944.31333333333,56489.49,27.7,50.8,348.9172282278834,28.36,5.713333333333334
cluster_4_2015-06-17,2015-06-17,cluster_4,931.465,24.2,10.7,23.1,8.6,51049.09666666666,57350.083333333336,21.6,46.8,344.32919230897136,26.223333333333333,5.263333333333333
cluster_1_2015-06-18,2015-06-18,cluster_1,302.458,18.7,14.2,17.3,11.7,16891.673333333332,58464.043333333335,22.1,39.2,294.6668737000967,8.64,1.8533333333333333
cluster_2_2015-06-18,2015-06-18,cluster_2,433.685,23.9,13.5,22.6,12.5,21191.346666666668,57507.170000000006,20.0,40.0,298.67137096386045,15.876666666666663,3.263333333333333
cluster_3_2015-06-18,2015-06-18,cluster_3,633.726,28.9,13.3,28.4,12.0,35167.57,56506.74333333334,27.0,57.2,297.050411343873,20.936666666666667,4.75
cluster_4_2015-06-18,2015-06-18,cluster_4,935.819,22.8,12.0,22.0,10.7,25303.533333333336,57368.65666666667,19.8,39.2,311.11068862487883,12.423333333333332,2.6933333333333334
cluster_1_2015-06-19,2015-06-19,cluster_1,295.31,19.6,8.5,18.4,6.9,52837.52333333334,58479.18666666667,19.8,40.7,315.0,24.993333333333336,4.29
cluster_2_2015-06-19,2015-06-19,cluster_2,422.65,21.3,10.6,20.3,8.9,33967.05,57521.19999999999,19.1,41.4,309.88732225037865,15.63,3.2833333333333337
cluster_3_2015-06-19,2015-06-19,cluster_3,622.413,27.1,10.4,23.7,9.0,46238.53666666666,56519.57,35.8,72.0,318.29579555594324,20.80666666666667,4.75
cluster_4_2015-06-19,2015-06-19,cluster_4,907.362,22.5,9.3,20.5,8.0,49073.5,57382.48,21.3,45.4,339.71596521212354,23.61666666666667,4.4
cluster_1_2015-06-20,2015-06-20,cluster_1,250.512,20.9,12.1,20.5,10.9,38964.34,58489.09,15.9,34.2,302.3131274802068,17.486666666666668,3.2533333333333334
cluster_2_2015-06-20,2015-06-20,cluster_2,372.575,25.3,10.2,25.2,8.9,33399.806666666664,57530.380000000005,18.0,32.8,306.80836706825545,19.96,3.883333333333333
cluster_3_2015-06-20,2015-06-20,cluster_3,558.514,27.1,11.2,27.2,9.9,41328.543333333335,56527.96,37.2,74.5,324.30011764510084,22.66333333333333,5.333333333333333
cluster_4_2015-06-20,2015-06-20,cluster_4,807.056,21.1,11.0,19.6,9.2,33918.420000000006,57391.52,18.8,42.5,330.6268907104465,16.236666666666668,3.313333333333333
cluster_1_2015-06-21,2015-06-21,cluster_1,228.229,20.9,13.9,19.0,11.8,29409.08,58493.73666666667,22.0,46.8,273.33417736024785,19.69,3.47
cluster_2_2015-06-21,2015-06-21,cluster_2,345.159,27.5,13.5,28.9,11.9,41437.06666666667,57534.69,23.1,45.7,280.84907797421056,21.71333333333333,4.180000000000001
cluster_3_2015-06-21,2015-06-21,cluster_3,517.858,29.6,10.7,28.9,9.7,49452.16666666666,56531.90333333333,34.0,61.9,301.2631314437843,24.66,5.486666666666667
cluster_4_2015-06-21,2015-06-21,cluster_4,757.864,22.5,12.5,22.7,11.8,37054.5,57395.763333333336,18.4,40.0,292.5000761502861,16.89,3.273333333333333
cluster_1_2015-06-22,2015-06-22,cluster_1,290.029,16.1,11.6,13.5,9.5,4977.483333333334,58493.12,25.5,56.9,259.0091811596112,5.82,1.42
cluster_2_2015-06-22,2015-06-22,cluster_2,430.153,30.1,10.3,33.5,9.3,30481.38,57534.113333333335,24.8,52.2,249.189701628716,16.453333333333333,3.453333333333333
cluster_3_2015-06-22,2015-06-22,cluster_3,614.114,30.0,13.0,30.6,12.5,35536.37333333333,56531.37666666667,19.3,38.9,261.81661169704404,22.94666666666667,4.82
cluster_4_2015-06-22,2015-06-22,cluster_4,905.148,28.6,11.5,28.3,10.8,29338.74666666667,57395.193333333336,20.6,49.7,246.54620383452792,18.41,3.9933333333333336
cluster_1_2015-06-23,2015-06-23,cluster_1,301.634,18.8,9.2,17.2,6.8,50209.56333333333,58487.23,18.1,40.0,321.076895297896,23.403333333333336,3.810000000000001
cluster_2_2015-06-23,2015-06-23,cluster_2,440.44,25.0,9.5,24.4,7.4,43422.526666666665,57528.65333333333,20.4,44.3,316.71794259397615,22.57333333333333,4.373333333333334
cluster_3_2015-06-23,2015-06-23,cluster_3,635.766,29.0,10.2,27.6,8.9,48669.08666666667,56526.38999999999,26.8,50.0,315.45116656307755,22.883333333333336,4.773333333333333
cluster_4_2015-06-23,2015-06-23,cluster_4,919.83,21.4,9.6,19.7,7.5,41468.0,57389.82,18.4,39.6,334.65993600302613,19.636666666666667,3.77
cluster_1_2015-06-24,2015-06-24,cluster_1,304.083,23.6,7.9,23.9,6.2,45031.65333333333,58476.04666666667,12.3,25.6,91.17091890758437,24.86333333333333,4.3133333333333335
cluster_2_2015-06-24,2015-06-24,cluster_2,440.718,26.6,7.8,26.8,6.3,48897.05333333334,57518.29666666667,11.0,26.6,274.3740251060847,26.176666666666662,4.75
cluster_3_2015-06-24,2015-06-24,cluster_3,633.676,26.9,10.6,29.7,9.6,49887.23333333334,56516.91333333333,29.4,51.8,0.8469084660606531,26.040000000000003,5.37
cluster_4_2015-06-24,2015-06-24,cluster_4,923.944,24.1,8.4,24.4,6.6,52732.706666666665,57379.61666666667,14.1,33.1,34.76322922266879,28.51,5.076666666666666
cluster_1_2015-06-25,2015-06-25,cluster_1,306.221,26.4,11.9,27.3,10.9,50809.54,58459.583333333336,11.2,24.8,253.19807807854343,26.92,5.109999999999999
cluster_2_2015-06-25,2015-06-25,cluster_2,445.07,29.2,10.8,30.5,9.7,51506.456666666665,57503.03333333333,9.7,24.5,257.1163713813345,28.38333333333333,5.3133333333333335
cluster_3_2015-06-25,2015-06-25,cluster_3,639.315,30.0,12.3,30.3,11.9,49424.82666666666,56502.96333333334,18.4,39.2,331.0782052364908,28.216666666666665,5.716666666666666
cluster_4_2015-06-25,2015-06-25,cluster_4,932.579,27.1,11.1,27.8,9.9,52035.613333333335,57364.59,10.5,22.0,335.2895388133289,27.8,5.403333333333333
cluster_1_2015-06-26,2015-06-26,cluster_1,304.251,28.6,13.8,28.6,13.3,48802.863333333335,58437.833333333336,17.8,35.6,222.9839430569001,24.9,5.403333333333333
cluster_2_2015-06-26,2015-06-26,cluster_2,444.605,31.7,12.8,32.9,12.1,49277.443333333336,57482.87666666667,19.3,33.8,230.2146280801105,26.33333333333333,5.86
cluster_3_2015-06-26,2015-06-26,cluster_3,639.832,31.4,13.5,33.3,13.3,48145.78666666666,56484.53333333333,17.1,36.4,260.91860000407473,27.856666666666666,5.826666666666667
cluster_4_2015-06-26,2015-06-26,cluster_4,931.522,30.2,13.4,29.9,12.5,51152.35666666667,57344.73333333334,13.7,32.8,350.17756923992675,27.48333333333333,5.836666666666666
cluster_1_2015-06-27,2015-06-27,cluster_1,256.079,22.5,14.7,21.4,13.6,50284.386666666665,58410.793333333335,19.6,38.5,302.0008130560873,25.56,4.696666666666666
cluster_2_2015-06-27,2015-06-27,cluster_2,388.772,27.2,14.9,27.1,14.2,44120.48333333334,57457.82333333333,20.8,38.5,297.29185889926043,23.403333333333336,4.983333333333333
cluster_3_2015-06-27,2015-06-27,cluster_3,582.841,33.9,15.9,33.9,16.1,39045.83666666667,56461.613333333335,19.1,43.2,289.4560708968607,21.256666666666668,4.843333333333334
cluster_4_2015-06-27,2015-06-27,cluster_4,819.84,27.4,16.0,27.5,15.2,47776.49,57320.05000000001,17.7,43.2,311.07171384231685,24.313333333333333,5.213333333333334
cluster_1_2015-06-28,2015-06-28,cluster_1,234.217,27.2,12.0,27.0,11.2,52492.543333333335,58378.48333333334,18.7,41.0,230.8912351840605,27.956666666666667,5.359999999999999
cluster_2_2015-06-28,2015-06-28,cluster_2,363.071,30.7,11.3,30.9,10.7,48614.993333333325,57427.87,14.0,28.4,253.62059213027828,27.8,5.82
cluster_3_2015-06-28,2015-06-28,cluster_3,542.295,33.2,14.1,34.3,14.1,51769.176666666666,56434.21666666667,21.1,39.6,347.87806345778915,28.96333333333333,6.363333333333333
cluster_4_2015-06-28,2015-06-28,cluster_4,769.751,28.8,12.0,28.3,10.7,52534.543333333335,57290.55000000001,19.0,34.9,359.64383246181086,29.1,6.1000000000000005
cluster_1_2015-06-29,2015-06-29,cluster_1,295.279,25.6,14.1,26.2,12.7,50345.63999999999,58340.85333333333,14.3,29.5,319.6486320802113,28.236666666666668,5.31
cluster_2_2015-06-29,2015-06-29,cluster_2,445.633,31.3,13.5,32.7,12.6,51284.46,57392.98333333334,19.8,34.6,323.0643283831779,28.286666666666665,5.746666666666667
cluster_3_2015-06-29,2015-06-29,cluster_3,640.927,32.5,13.6,36.4,13.9,47463.47,56402.31,14.6,31.0,310.9493327489246,26.72,5.746666666666667
cluster_4_2015-06-29,2015-06-29,cluster_4,916.279,30.9,14.7,31.5,13.7,51098.880000000005,57256.18666666667,19.1,38.5,339.0003047798862,28.106666666666666,6.013333333333333
cluster_1_2015-06-30,2015-06-30,cluster_1,311.863,32.0,12.9,31.4,12.3,53252.136666666665,58297.513333333336,17.3,38.9,102.76311023880116,29.32333333333333,6.609999999999999
cluster_2_2015-06-30,2015-06-30,cluster_2,463.968,34.4,12.4,34.5,11.9,52202.613333333335,57352.81,26.2,49.0,100.317866260889,28.840000000000003,7.033333333333334
cluster_3_2015-06-30,2015-06-30,cluster_3,675.749,39.8,15.6,40.8,16.0,51562.47333333333,56365.55333333334,18.1,39.6,103.33928509702088,28.76,6.55
cluster_4_2015-06-30,2015-06-30,cluster_4,954.245,33.6,15.8,35.0,15.5,52609.206666666665,57216.61000000001,16.3,30.6,101.543863232955,29.28,6.760000000000001
cluster_1_2015-07-01,2015-07-01,cluster_1,315.753,35.9,19.3,36.9,17.6,52867.95333333333,58248.496666666666,21.5,45.7,146.05092745106305,27.183333333333337,7.753333333333334
cluster_2_2015-07-01,2015-07-01,cluster_2,461.588,37.2,17.7,38.2,16.3,51820.44666666666,57307.36000000001,27.9,51.5,136.9263971196057,28.506666666666664,7.786666666666666
cluster_3_2015-07-01,2015-07-01,cluster_3,683.128,34.6,17.8,37.8,18.2,51472.58,56323.966666666674,18.0,40.0,93.80716689319598,28.350000000000005,6.2700000000000005
cluster_4_2015-07-01,2015-07-01,cluster_4,978.684,37.1,19.0,38.0,19.5,52483.05666666666,57171.833333333336,20.9,47.9,159.32971785268668,28.933333333333334,8.133333333333333
cluster_1_2015-07-02,2015-07-02,cluster_1,317.997,33.8,17.5,37.7,18.0,43645.66666666666,58193.92333333334,18.7,48.2,308.932916930808,19.89,4.32
cluster_2_2015-07-02,2015-07-02,cluster_2,459.002,32.6,20.2,37.1,20.7,47464.38333333333,57256.76333333333,24.9,45.0,323.9692123032711,23.53333333333333,5.476666666666667
cluster_3_2015-07-02,2015-07-02,cluster_3,688.177,35.3,20.1,37.7,22.4,51008.293333333335,56277.66333333333,16.7,38.5,182.1981260658213,27.96666666666667,6.109999999999999
cluster_4_2015-07-02,2015-07-02,cluster_4,986.328,35.9,20.8,36.3,20.5,52212.76666666666,57121.98,22.4,51.1,192.6963434191637,26.866666666666664,7.666666666666667
cluster_1_2015-07-03,2015-07-03,cluster_1,316.354,34.2,14.9,36.3,14.9,49479.04666666666,58133.95333333334,18.0,46.4,65.00427669208851,25.12333333333333,5.75
cluster_2_2015-07-03,2015-07-03,cluster_2,460.921,35.7,17.9,35.8,18.5,51611.97333333333,57201.15,29.1,50.4,71.76396606245244,27.536666666666672,6.956666666666666
cluster_3_2015-07-03,2015-07-03,cluster_3,689.931,37.9,21.4,39.5,22.3,49265.73,56226.75666666666,14.5,32.8,140.19885116262012,27.046666666666667,6.390000000000001
cluster_4_2015-07-03,2015-07-03,cluster_4,970.645,36.9,18.4,36.6,18.0,51491.70333333333,57067.17999999999,22.3,41.4,110.30453557825768,27.993333333333336,7.56
cluster_1_2015-07-04,2015-07-04,cluster_1,267.464,34.0,17.6,38.0,17.4,50819.41333333333,58068.71666666667,18.1,34.6,259.7772843266297,25.67,5.493333333333333
cluster_2_2015-07-04,2015-07-04,cluster_2,409.606,33.8,20.6,36.5,20.6,51017.14666666667,57140.64000000001,22.0,38.2,221.4834307561852,25.876666666666665,6.303333333333334
cluster_3_2015-07-04,2015-07-04,cluster_3,623.892,36.6,20.9,38.4,21.7,51400.043333333335,56171.35666666667,18.2,33.8,202.08067163306464,28.256666666666664,6.656666666666666
cluster_4_2015-07-04,2015-07-04,cluster_4,871.475,37.5,23.1,38.1,21.3,51584.170000000006,57007.55333333334,18.1,40.7,214.8154010444857,26.97666666666667,7.546666666666667
